Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity
"Δημοσκόπηση : Κυριαρχία Μητσοτάκη με 40,5% – Αγκάθι το προσφυγικό","['δημοσκόπηση', 'κυριαρχία', 'μητσοτάκη', 'αγκάθι', 'προσφυγικό', 'hundred', 'five']",1,1
Εθνικό βραβείο Erasmus+ για το προσφυγικό στο 10ο Γυμνάσιο Ηρακλείου,"['εθνικό', 'βραβείο', 'προσφυγικό', 'γυμνάσιος', 'ηρακλείο']",1,1
"Η πρώην σύζυγος του Δοξιάδη, η ηθοποιός Βάσια Παναγοπούλου το είχε καταγγείλει ότι έτρωγε τη φρουτοκρεμα  του παιδιού του για να την εκδικηθεί που δεν τον πρόσεχε...","['πρώην', 'σύζυγος', 'δοξιάδη', 'ηθοποιός', 'βάσιος', 'παναγοπούλο', 'έχω', 'καταγγείλω', 'έτρωγε', 'φρουτοκρεμος', 'παιδί', 'για', 'την', 'εκδικηθώ', 'δεν', 'πρόσεχε']",1,1
Αυτόν βάλατε να προστατεύσει τα προσφυγόπουλα βρε γιδια;,"['βάζω', 'προστατεύσω', 'προσφυγόπουλα', 'βρε', 'γιδιο']",0,0
Πολάκης «τρολάρει» Μητσοτάκη για το προσφυγικό μετά την «κωλοτούμπα» Βορίδη,"['πολάκη', 'τρολάρω', 'μητσοτάκη', 'προσφυγικό', 'την', 'κωλοτούμπα', 'βορίδη']",0,0
Αντιδράσεις από τους δημάρχους νησιών του Αιγαίου για το Προσφυγικό – «Όχι» στις κυβερνητικές εξαγγελίες,"['αντιδράσει', 'τους', 'δημάρχους', 'νησί', 'Αιγαίου', 'προσφυγικό', 'στι', 'κυβερνητικός', 'εξαγγελία']",0,0
Κοινή δήλωση 5 Δημάρχων για προσφυγικό – μεταναστευτικό: Δεν αποδεχόμαστε τις εξαγγελίες της κυβέρνησης – Να τηρήσει τις προεκλογικές δεσμεύσεις της – Άμεση αποσυμφόρηση – Φύλαξη θαλάσσιων συνόρων – Σεβασμό αποφάσεων ΔΣ,"['κοινός', 'δήλωση', 'δημάρχος', 'προσφυγικό', 'μεταναστευτικό', 'αποδεχόμαστε', 'εξαγγελίες', 'κυβέρνηση', 'τηρήσω', 'προεκλογικός', 'δεσμεύσει', 'άμεση', 'αποσυμφόρηση', 'φύλαξη', 'θαλάσσιος', 'συνόρος', 'σεβασμό', 'αποφάσεα']",-1,-1
Μιχαλάκη όλα καλά; Κουλη ειλικρινά τι υποσχέθηκες πάλι στον Ζεεχόφερ; Νικολάκη άσε τα χαμόγελα και σοβαρέψου. #RefugeesWelcome #μεταναστευτικό,"['μιχαλάκη', 'καλά', 'κουλη', 'ειλικρινά', 'υποσχέθηκε', 'στον', 'ζεεχόφερ', 'νικολάκη', 'άσε', 'χαμόγελο', 'σοβαρέψο', 'μεταναστευτικό']",1,4
Δημοσκόπηση Opinion Poll: Απόλυτη κυριαρχία Μητσοτάκη - «αγκάθι» το μεταναστευτικό -,"['δημοσκόπηση', 'Απόλυτη', 'κυριαρχία', 'μητσοτάκη', 'αγκάθι', 'μεταναστευτικό']",1,1
Κλικ και διαβάστε στο ΠΟΝΤΙΚΙ] Ομηρεία και αδιέξοδο - Μοχλός πολλαπλής πίεσης από την  #Αγκυρα το μεταναστευτικό /  #Πρόσφυγικό,"['κλικ', 'διαβάστε', 'ποντικι', 'ομηρείος', 'αδιέξοδο', 'μοχλός', 'πολλαπλός', 'πίεση', 'την', 'αγκυρος', 'μεταναστευτικό', 'πρόσφυγικό']",-1,-1
"Πλήρης κυριαρχία Μητσοτάκη – ΝΔ με 40,5% – Αγκάθι το προσφυγικό","['πλήρης', 'κυριαρχία', 'μητσοτάκη', 'νδ', 'αγκάθι', 'προσφυγικό', 'hundred', 'five']",0,0
@MariaDecokeke @bazioto @tzavelaniki Για το προσφυγικό κουβέντα;,"['για', 'προσφυγικό', 'κουβέντα']",0,0
"Θυμάστε που τα στελέχη της ΝΔ επί 4,5 χρόνια κατηγορούσαν τον ΣΥΡΙΖΑ για το προσφυγικό – μεταναστευτικό ζήτημα, ότι δήθεν αφήνει...","['θυμάστε', 'στελέχη', 'χρόνια', 'κατηγορώ', 'συριζο', 'προσφυγικό', 'μεταναστευτικό', 'ζήτημα', 'δήθεν', 'αφήνω']",-1,-2
Η έρευνα της @BridgingEurope δείχνει ότι η κοινωνία είναι διχασμένη στο προσφυγικό.,"['έρευνα', 'δείχνω', 'κοινωνία', 'διχασμένη', 'προσφυγικό']",0,0
*48% θέλει τους πρόσφυγες κλεισμένους στα κέντρα υποδοχής.,"['θέλω', 'πρόσφυγες', 'κλεισμένους', 'κέντρο', 'υποδοχή']",1,1
* 55% δεν ανησυχεί για τα φαινόμενα διακρίσεων.,"['ανησυχώ', 'φαινόμενος', 'διακρίσεο']",0,0
* 45% πιστεύει ότι το προσφυγικό είναι το μεγαλύτερο πρόβλημα.,"['πιστεύω', 'προσφυγικό', 'μεγαλύτερος', 'πρόβλημα']",-1,-1
Η εισβολή των ισλαμιστών με το μεταναστευτικό θυμίζει όλο και περισσότερο την Β εισβολή των Κελτών το 279πχ όταν η Ελλάδα ήταν διχασμένη και αδύναμη. Και τότε ερχόντουσαν κατά χιλιάδες με όλα τους τα σόγια μαζί με σκοπό τον εποικισμό μέχρι που τους κανόνισαν οι Αιτωλοί.,"['εισβολή', 'ισλαμιστός', 'μεταναστευτικό', 'θυμίζω', 'την', 'εισβολή', 'κελτά', 'πχ', 'Ελλάδα', 'διχασμένη', 'και', 'αδύναμη', 'τότε', 'ερχόντουσαν', 'χιλιάδες', 'όλος', 'σόγια', 'σκοπό', 'εποικισμό', 'που', 'κανόνομαι', 'αιτωλοί', 'hundred', 'seventynine']",0,0
Η Τουρκία έχει εξαφανίσει την Κρήτη από τον χάρτη κ ο ανίκανος Δένδιας μιλάει μόνο για το προσφυγικό κ τις ευθύνες που της αναλογούν κάνοντας τον Ερντογάν να...ξυνεται!,"['Τουρκία', 'εξαφανίσω', 'Κρήτη', 'χάρτη', 'ανίκανος', 'δένδια', 'μιλώ', 'για', 'προσφυγικό', 'ευθύνε', 'της', 'αναλογώ', 'κάνω', 'τον', 'Ερντογάν', 'ναξυνομαι']",-1,-1
Θα σηκωθούμε ένα πρωί κ θα λείπει το μισό Αιγαίο με την άχρηστη κ άτολμη  #κυβερνηαη_τσιρκο,"['σηκωθούμε', 'πρωί', 'λείπω', 'μισό', 'Αιγαίο', 'την', 'άχρηστη', 'άτολμη', 'κυβερνηαητσιρκο']",0,0
Όσοι δίνετε τέτοια διαφορά υπέρ της ΝΔ στείλτε επιστολή στον Μητσοτάκη να κάνει κλειστά κέντρα τα σπίτια σας! Τι μήπως είστε τίποτα ρατσιστές?,"['δίνω', 'διαφορά', 'της', 'στείλτε', 'επιστολή', 'μητσοτάκη', 'κάνω', 'κλειστά', 'κέντρο', 'σπίτι', 'είμαι', 'ρατσιστής']",-1,-1
@59fpatra Για τα επόμενα 8 χρόνια μόνο Μητσοτάκης τώρα μετά βλέπουμε εάν υπάρχει ακόμα Σύριζα. .. Κανένας πονοκέφαλος για το προσφυγικό δεν υπάρχει ??,"['επόμενος', 'χρόνια', 'μητσοτάκη', 'μετά', 'βλέπω', 'υπάρχω', 'σύριζος', 'πονοκέφαλος', 'προσφυγικό', 'υπάρχω']",-1,-1
"@r6pGgmMpZK6xoXP @MsLouellaDeVil η υπογεννητικότητα με ρυθμό &lt;1.2 (χρειάζεται 2.1 μινιμουμ για διατηρηση πληθυσμου), σε συνδιασμό με ό,τι επιφέρει το ~50% της φτώχειας επι συνόλου,","['mslouelladevil', 'υπογεννητικότητος', 'ρυθμό', 'χρειάζομαι', 'μινιμουμ', 'διατηρηση', 'πληθυσμος', 'συνδιασμό', 'ότι', 'επιφέρω', 'της', 'φτώχεια', 'επι', 'συνόλο', 'twentyone']",-1,-1
"μαζί και με την μετανάστευση του ~20% της οικονομικα ενεργης νεολαίας, αυτα ειναι η ταφοπλακα. δυστυχως.","['και', 'την', 'μετανάστευση', 'της', 'οικονομικος', 'ενεργη', 'νεολαία', 'αυτα', 'ειναι', 'ταφοπλακος', 'δυστυχω']",0,0
Καβάλα: Πολιτική εκδήλωση του Κ.Κ.Ε. για το προσφυγικό,"['καβάλος', 'πολιτικός', 'εκδήλωση', 'κκε', 'προσφυγικό']",0,0
gcNlDQyNg,[],-1,-1
"@revenger1860 @NikolaosZenetos Σου έχω χειρότερα..νέα. Το αρχίδι της ΤαCIAς και ο καινούριος,που έζησε με..μέσον πρέπει να πούλησαν το μεταναστευτικό στους εταίρους και τις εταίρες που μας δάνεισαν..Θεωρητικά ""τον"" ήπιαμε..😬","['σου', 'χειρότερανέος', 'αρχίδι', 'ταcia', 'ο', 'καινούριοςπο', 'έζησε', 'μεμέσον', 'πούλησαν', 'μεταναστευτικό', 'εταίρου', 'τις', 'εταίρα', 'μας', 'δάνεισανθεωρητικά', 'ήπιαμεgrimacing', 'thousand', 'eight', 'and']",0,0
Ραπιδη κανε μια δημοσκοπηση και βγαλε οτι «κλείνει η ψαλιδα».,"['ραπιδη', 'κανε', 'δημοσκοπηση', 'βγαλε', 'οτι', 'κλείνω', 'ψαλιδο']",0,0
"Είναι τραγικό αυτό που συμβαίνει με εμάς. Τόσα βίντεο υπάρχουν με ""μετανάστες"" που προπηλακιζουν Ευρωπαίους πολίτες, πολλές φορές ανήλικους ή γυναικες και δεν αναφέρουν τίποτα τα συστημικά σάιτ. #μεταναστευτικό","['τραγικό', 'συμβαίνει', 'εμάς', 'βίντεο', 'υπάρχω', 'μετανάστε', 'που', 'προπηλακιζω', 'Ευρωπαίους', 'πολίτε', 'φορά', 'ανήλικους', 'γυναικε', 'δεν', 'αναφέρω', 'συστημικά', 'σάιτ', 'μεταναστευτικό']",0,0
"Μάλλον δεν καταλάβατε ότι ο κόσμος σας έβγαλε αυτοδύναμη κυβέρνηση για να δώσετε λύσεις στην παράνομη μετανάστευση (αφήστε την πολιτική ορθότητα-""προσφυγικό"") κι όχι για να ζητάτε τη γνώμη του Τσίπρα.","['δεν', 'καταλάβατε', 'κόσμος', 'βγάλω', 'αυτοδύναμη', 'κυβέρνηση', 'δώσω', 'λύσει', 'παράνομη', 'μετανάστευση', 'αφήστε', 'πολιτικός', 'ορθότηταπροσφυγικό', 'για', 'ζητάτε', 'γνώμη', 'Τσίπρα']",-1,-1
Όχι» από τους δημάρχους του ανατολικού Αιγαίου στις κυβερνητικές εξαγγελίες για το μεταναστευτικό,"['από', 'δημάρχου', 'ανατολικός', 'Αιγαίου', 'κυβερνητικός', 'εξαγγελία', 'μεταναστευτικό']",0,0
@AdonisGeorgiadi Με την πολιτική σας στο μεταναστευτικό κρίμα τις νίκες σας χωρίς αυτό να σημαίνει κάτι για τον κύριο Παπαστεργίου που είναι αξιόλογος. Πλέον είστε όλοι επικίνδυνοι για την εθνική ασφάλεια κ πρέπει ο λαός να αποφασίσει την αντικατάσταση σας. Κ όχι σε 4 χρόνια. Τότε θα είναι αργά.,"['πολιτική', 'στο', 'μεταναστευτικό', 'κρίμα', 'νίκα', 'χωρίς', 'σημαίνω', 'κύριος', 'παπαστεργίος', 'αξιόλογο', 'είμαι', 'επικίνδυνος', 'για', 'την', 'εθνικός', 'ασφάλεια', 'ο', 'λαός', 'αποφασίσω', 'την', 'αντικατάσταση', 'σε', 'χρόνια', 'είναι', 'αργά']",0,0
"@TsafitsasPantel Ζούσα τότε βλακα!Μόνο οι καταδοτες περνούσαν καλά, το 80% του λαου ζουσε μέσα στο φοβο.","['ζώ', 'βλακαμόνος', 'καταδοτε', 'περνώ', 'λαου', 'ζουσε', 'στο', 'φοβο']",0,0
"Μαγαρισια είσαι από μόνος σου δεν σου χρειάζονται εσένα ούτε Συριοι, ούτε Αφγανοι!Βρήκατε πάτημα όλοι οι Χουντικοι με το μεταναστευτικο για να κάνετε σπεκουλα!","['μαγαρισια', 'από', 'σου', 'σου', 'χρειάζομαι', 'Συριοι', 'ούτε', 'αφγανοιβρήκατε', 'πάτημα', 'χουντικος', 'μεταναστευτικο', 'κάνω', 'σπεκουλα']",0,0
"Μα όλα είναι μια χαρά με το #μεταναστευτικο στην χώρα, έτσι φανταστικέ μας @PrimeministerGR @kmitsotakis ?","['όλος', 'μια', 'χαρά', 'μεταναστευτικος', 'χώρα', 'φανταστικέ', 'kmitsotakis']",1,1
O @AdonisGeorgiadi μπορεί να μας πει την άποψη του ?,"['μπορώ', 'μας', 'λέω', 'άποψη']",0,0
Μην τα βλέπεις αυτά εσύ. Δεν τα δείχνουν τα πορνοκαναλα των ΜΜΕ να μην μας μπερδεύουν.,"['βλέπει', 'εσύ', 'δείχνω', 'πορνοκαναλος', 'μμε', 'μην', 'μπερδεύω']",0,0
"Το προσφυγικό - μεταναστευτικό, η προκλητική Τουρκία, αλλά και οι αναγκαίες συγκλίσεις και συναινέσεις, απασχολούν τη δεύτερη μέρα του 13ου Συνεδρίου της Ν.Δ.","['προσφυγικό', 'μεταναστευτικό', 'προκλητικός', 'Τουρκία', 'αναγκαίε', 'συγκλίσει', 'και', 'συναινέσει', 'απασχολώ', 'δεύτερη', 'μέρα', 'συνεδρίο']",-1,-1
@infoshizas Προσωπικά έχω μεγάλη υπομονή.,"['προσωπικά', 'μεγάλη', 'υπομονή']",1,1
Στο λ/μεταναστευτικό ο χρόνος τρέχει επικίνδυνα και ακούω από το στόμα του ΠΘ για ενσωμάτωση και μπόλιασμα. Εδώ δεν υπάρχει ανοχή.,"['λμεταναστευτικό', 'χρόνος', 'τρέχω', 'επικίνδυνα', 'ακούω', 'στόμα', 'ενσωμάτωση', 'μπόλιασμα', 'δεν', 'υπάρχω', 'ανοχή']",-1,-1
-Το μεταναστευτικό ήρθε για να μείνει.,"['μεταναστευτικό', 'ήρθε', 'μείνω']",0,0
-Ο Κούλης πιστεύει ότι τα σύνορα φυλάσσονται και ότι τα νησιά επιτελούς αναπνέουν.,"['κούλης', 'πιστεύω', 'σύνορο', 'φυλάσσομαι', 'ότι', 'νησιά', 'επιτελού', 'αναπνέω']",0,0
- Και εσύ ξένος στην ίδια σου την χώρα.,"['εσύ', 'ξένος', 'ίδιος', 'την', 'χώρα']",-1,-1
"Άδωνι, είναι πολύ πολύ άσχημο να τσουβαλιάζεις τις ανησυχίες των σοβαρών ανθρώπων (η μεγαλύτερη μερίδα) για το μεταναστευτικο με τις λυσεις που προτείνουν κάποιοι οντως ακραίοι λαϊκιστές. Τι διαφορετικό από ότι έκανε ο ΣΥΡΙΖΑ με τις αντιδράσεις στη συμφωνία των Πρεσπών;","['άδωνι', 'πολύ', 'άσχημος', 'τσουβαλιάζει', 'ανησυχία', 'σοβαρός', 'ανθρώπο', 'μεγαλός', 'μερίδα', 'μεταναστευτικο', 'τις', 'λυσει', 'προτείνω', 'οντως', 'ακραίος', 'λαϊκιστός', 'διαφορετικό', 'ότι', 'συριζο', 'τις', 'αντιδράσει', 'συμφωνία', 'πρεσπά']",0,0
"Ας πει κάποιος στο Μητσοτάκη πως το #μεταναστευτικό δεν ήρθε για να μείνει. Είτε θα φύγει αυτό μόνο του, είτε θα φύγει κι αυτός μαζί του.","['λέω', 'στο', 'μητσοτάκη', 'μεταναστευτικό', 'ήρθε', 'μείνω', 'φύγω', 'μόνο', 'είτε', 'φύγω', 'μαζί']",0,0
@elenasagiadinou τρίχες εκτελεί απλά διαταγές του open Border @kmitsotakis βάλε τον @andrianopoulos4 και θα σου λύσει το μεταναστευτικό σε 15 ημέρες..,"['τρίχες', 'εκτελώ', 'απλά', 'διαταγή', 'border', 'βάλε', 'και', 'σου', 'λύσω', 'μεταναστευτικό', 'ημέρα']",-1,-1
Μακρον  [Κλικ και διαβάστε στο newsbomb]  #Έκτακτο τηλεφώνημα Μητσοτάκη στον  #Μακρόν για το μεταναστευτικό,"['μακρον', 'κλικ', 'διαβάστε', 'έκτακτος', 'τηλεφώνημας', 'μητσοτάκη', 'μακρόν', 'μεταναστευτικό']",1,1
"@IwannhsXwston Σε συγχαίρω για τη στάση σου σε ορισμένα θέματα (εθνικά, μεταναστευτικό, αριστερά) &amp; για το ότι γράφεις αντικειμενικά &amp; όχι κομματικοποιημένα. Μπράβο.","['συγχαίρω', 'στάση', 'θέμαα', 'εθνικά', 'μεταναστευτικό', 'αριστερά', 'γράφει', 'αντικειμενικά', 'κομματικοποιημένας', 'μπράβο']",-1,-1
"Κίνδυνο τρομοκρατικού χτυπήματος κατά την διάρκεια των εορτών των Χριστουγέννων ""βλέπει"" η αμερικανική πρεσβεία και παράλληλα ο Γεωργιάδης στο συνέδριο της ΝΔ βλέπει ακροδεξιό λαϊκισμό στο ""μεταναστευτικό"" όπως ονομάζουν οι αντινατιβιστες την μουσουλμανική Αφροασιατικη εισβολή","['Κίνδυνο', 'τρομοκρατικός', 'χτυπήμα', 'διάρκει', 'εορτή', 'χριστουγέννος', 'βλέπω', 'αμερικανικός', 'πρεσβεία', 'παράλληλα', 'Γεωργιάδης', 'συνέδριο', 'βλέπω', 'ακροδεξιό', 'λαϊκισμό', 'μεταναστευτικό', 'ονομάζω', 'αντινατιβιστες', 'την', 'μουσουλμανικός', 'αφροασιατικη', 'εισβολή']",0,0
"Μητσοτάκης χθες στο συνέδριο της ΝΔ ξεκάθαρα πλέον εν μέσω χλιαρών χειροκροτημάτων ""το μεταναστευτικό ήρθε για να μείνει""","['μητσοτάκη', 'χθες', 'συνέδριο', 'ξεκάθαρα', 'χλιαρός', 'χειροκροτημάτα', 'μεταναστευτικό', 'ήρθε', 'μείνω']",0,0
Φιλάκια στους ψηφοφόρους της Νέας Συριζοκρατίας...😂😄😀,"['φιλάκιος', 'ψηφοφόρου', 'νέας', 'Συριζοκρατίαςface', 'joy', 'grinning']",0,0
@AdonisGeorgiadi κ.Υπουργέ για να επιστρέψουν οι λαϊκιστές πρέπει να βρουν κάπου γόνιμο έδαφος. Αφού δεν μπορούν στην οικονομία το μεταναστευτικό προσφέρεται γιατί φαίνεται αδυναμία επίλυσης του μεγάλου προβλήματος που απασχολεί όλη την ελληνική κοινωνία.,"['κυπουργέ', 'επιστρέψω', 'λαϊκιστός', 'βρω', 'γόνιμος', 'έδαφο', 'δεν', 'στην', 'οικονομία', 'μεταναστευτικό', 'προσφέρομαι', 'φαίνεται', 'αδυναμία', 'επίλυση', 'μεγάλος', 'προβλήμα', 'απασχολώ', 'την', 'ελληνικός', 'κοινωνία']",0,0
Αντόνιο Ταγιάνι: Στο μεταναστευτικό δεν πρέπει να αφήσουμε μόνη της την Ελλάδα,"['αντόνιο', 'ταγιάνι', 'μεταναστευτικό', 'πρέπει', 'αφήσω', 'της', 'Ελλάδα']",0,0
"Τα φανατισμένα πακιστάνια είναι από κείνους που πολύ δύσκολα ενσωματώνονται, #RefugeesWelcome","['φανατισμένα', 'πακιστάνιας', 'από', 'κείνου', 'πολύ', 'δύσκολα', 'ενσωματώνομαι']",1,1
Ούτε πρόσφυγας δεν ξέρεις ποιος θεωρείται!,"['πρόσφυγας', 'ξέρει', 'ποιος', 'θεωρείται']",0,0
Φασίστας είσαι εσύ που θες να επιβάλεις την άποψη σου!,"['φασίστας', 'εσύ', 'θες', 'επιβάλει', 'άποψη']",-1,-1
"@Born_Greek @anthi7vas Τα δικαιώματά σου θα σου τα στερήσει όχι ο μετανάστης ή ο πρόσφυγας που αφού συναινέσαμε στο ξεσπίτωμά του  του ρίξαμε και κάτι χιλιάδες βόμβες στο κεφάλι, πήρε τα παιδιά του να γλυτώσει, κάτι που αύριο θα κάνεις κι εσύ, αλλά το δικό σου κεφάλαιο που ο αδήριτος νόμος του λέει ότι","['vas', 'δικαιώματά', 'στερήσω', 'μετανάστης', 'πρόσφυγας', 'αφού', 'συναινώ', 'ξεσπίτωμά', 'ρίξαμε', 'χιλιάδες', 'βόμβα', 'κεφάλι', 'πήρε', 'παιδί', 'γλυτώσω', 'κάτι', 'κάνει', 'αλλά', 'δικό', 'κεφάλαιο', 'που', 'ο', 'αδήριτος', 'νόμος', 'του', 'λέει']",-1,-1
"""Πρόσφυγας"" που ζητούσε άσυλο στην Ελβετία προέκυψε ισλαμιστής: Το έπαιζε αρχηγός στις δομές","['πρόσφυγας', 'ζητώ', 'άσυλο', 'Ελβετία', 'προέκυψε', 'ισλαμιστής', 'παίζω', 'αρχηγός', 'δομή']",0,0
"Τι; Δεν ήταν πρόσφυγας, λαθρομετανάστης, ξερωγω;","['δεν', 'πρόσφυγας', 'λαθρομετανάστης', 'ξερωγω']",0,0
"#Ελλάδα προσπαθούν να μας το επιβάλλουν ως φυσικότητα με δύο τρόπους:α)να μας ευαισθητοποιήσουν με το επιχείρημα του πρόσφυγα πολέμου, αλλά κανείς τους δεν είναι πραγματικά πρόσφυγας κ β)με τη βία όταν δεν πιάνει το α βαφτίζοντας τους αντιδρώντες ρατσιστές κλπ χαρακτηρισμούς.","['Ελλάδα', 'προσπαθώ', 'επιβάλλω', 'φυσικότητα', 'δύο', 'τρόπουςανας', 'μας', 'ευαισθητοποιήσω', 'επιχείρημα', 'πρόσφυγα', 'πολέμο', 'κανείς', 'δεν', 'πραγματικά', 'πρόσφυγας', 'βμε', 'βία', 'δεν', 'πιάνω', 'α', 'βαφτίζοντα', 'αντιδρώντες', 'ρατσιστής', 'χαρακτηρισμού']",0,0
Οι παράνομοι μετανάστες πρέπει να νοίωσουν το βάρος του Νόμου. Διαφορετικό είναι ο μετανάστης και διαφορετικό είναι ο πρόσφυγας. Για τους πρόσφυγες μετά το ξεκαθάρισμα και τη παραπομπή στα συμβούλια ασύλου πρέπει γρήγορα να τελειώνει η κράτηση σε κλειστούς χώρους,"['παράνομος', 'μετανάστε', 'νοίωσω', 'βάρος', 'νόμο', 'διαφορετικό', 'μετανάστης', 'διαφορετικό', 'πρόσφυγας', 'τους', 'πρόσφυγες', 'ξεκαθάρισμα', 'παραπομπή', 'συμβούλιο', 'ασύλο', 'γρήγορο', 'τελειώνω', 'κράτηση', 'κλειστούς', 'χώρου']",-1,-2
@Josh_ade_gr @beatBukowski Πρόσφυγας και ρατσιστής δεν πάει,"['beatbukowski', 'πρόσφυγας', 'ρατσιστής', 'πηγαίνω']",-1,-1
"Ήταν «πρόσφυγας» ο ποντικός!, του Γιώργου Αρκουλή","['πρόσφυγας', 'ποντικός', 'γιώργο', 'αρκουλή']",0,0
μέσω του χρήστη @IportaGr,"['του', 'χρήστη']",0,0
"22χρονος καρκινοπαθής δεν μπορεί να λάβει ιατρική περίθαλψη για καλπάζουσα μορφή καρκίνου, καθώς είναι πρόσφυγας και δεν δικαιούται ΑΜΚΑ, βάσει της πρόσφατης αλλαγής της νομοθεσίας. @PrimeministerGR","['χρονος', 'καρκινοπαθής', 'μπορώ', 'λάβω', 'ιατρικός', 'περίθαλψη', 'καλπάζουσος', 'μορφή', 'καρκίνος', 'είναι', 'πρόσφυγας', 'δεν', 'δικαιούται', 'αμκας', 'βάσει', 'πρόσφατης', 'αλλαγή', 'νομοθεσία']",-1,-1
@VroutsisGiannis ας είμαστε άνθρωποι πάνω από όλα.,"['είμαστε', 'άνθρωπος', 'από']",0,0
Τι λέει ο νόμος για ποιος είναι μετανάστης ποιος πρόσφυγας. #λαθρομετανσστες #μεταναστευτικο,"['λέω', 'νόμος', 'ποιος', 'μετανάστης', 'ποιος', 'πρόσφυγας', 'λαθρομετανσστα', 'μεταναστευτικο']",0,0
"Ο ""πρόσφυγας"" ήταν τζιχαντιστής, μαχητής του ISIS.","['πρόσφυγας', 'τζιχαντιστής', 'μαχητής']",0,0
"Όπως πολλοί, ποιός ξέρει πόσοι ανάμεσά μας, έτοιμοι για το σύνθημα από τον ""αδερφό μουσουλμάνο"" Ερντογάν.","['πολλός', 'ξέρω', 'ανάμεσά', 'έτοιμος', 'σύνθημας', 'τον', 'αδερφό', 'μουσουλμάνο', 'Ερντογάν']",1,1
Switzerland: ISIS militant posing as an asylum seeker arrested.,"['posing', 'seeker']",0,0
@anarchistdonkey Τσιμπάει κι επιδοματακι ο πρόσφυγας;,"['τσιμπάω', 'επιδοματακι', 'πρόσφυγας']",0,0
"Πολίτης από το Αφγανιστάν, γιατί είναι πρόσφυγας στην Ελλάδα. Τόσες χώρες (μουσουλμανικες) πέρασε, καμία δεν του άρεσε; το Η Ελλάδα συνορεύει με το Αφγανιστάν και από πότε; #ΝΔ_απατη","['πολίτης', 'αφγανιστάν', 'είναι', 'πρόσφυγας', 'Ελλάδα', 'χώρα', 'μουσουλμανικα', 'περνώ', 'δεν', 'άρεσε', 'η', 'Ελλάδα', 'συνορεύω', 'αφγανιστάν', 'από', 'νδαπατη']",0,0
Γ. Ψυχογιός: Στην Κορινθία φαίνεται η ανυπαρξία πολιτικής της Ν.Δ. σε προσφυγικό - μεταναστευτικό,"['ψυχογιός', 'Κορινθία', 'φαίνεται', 'ανυπαρξίος', 'πολιτικός', 'προσφυγικό', 'μεταναστευτικό']",0,0
Μεταναστευτικό και παγκοσμιοποίηση – Η αποκόλληση των ελίτ από την κοινωνία,"['μεταναστευτικό', 'παγκοσμιοποίηση', 'αποκόλληση', 'ελίτ', 'την', 'κοινωνία']",0,0
VV7NnbA7E,['seven'],0,0
Σταδιακά συντελείται η  πλήρη πασοκοποίηση του #ΣΥΡΙΖΑ ... άραγε θα έχει και το ιστορικό τέλος του ΠΑΣΟΚ;; Άνθρωποι χωρίς ιδεολογία που μετακινούνται ανάλογα με την ανάγκη να παραμείνουν «μέσα στα πράγματα» #μεταναστευτικο #Documento #Τσιπρας,"['σταδιακά', 'συντελείται', 'πλήρη', 'πασοκοποίηση', 'συριζο', 'και', 'ιστορικό', 'τέλος', 'πασοκ', 'Άνθρωποι', 'ιδεολογίο', 'μετακινούνται', 'ανάλογα', 'την', 'ανάγκη', 'παραμείνω', 'στα', 'πράγματας', 'μεταναστευτικος', 'Τσιπρας']",0,0
"Σήμερα Κυριακή στις 12:00 μιλάω στον ΑΡΤ FM στους 90,6 MHz για μεταναστευτικό και ελληνοτουρκικά. Μπορείτε να ακούσετε διαδικτυακά εδώ","['σήμερα', 'κυριακός', 'μιλάω', 'αρτ', 'για', 'μεταναστευτικό', 'ελληνοτουρκικά', 'μπορείτε', 'ακούσω', 'διαδικτυακά', 'one', 'hundred', 'hundred', 'six']",0,0
Κουμουτσάκος για μεταναστευτικό:  Η κυβέρνηση είναι σε στενή επικοινωνία με τους περιφερειάρχες και τους δημάρχους -,"['κουμουτσάκο', 'μεταναστευτικό', 'κυβέρνηση', 'στενή', 'επικοινωνία', 'τους', 'περιφερειάρχε', 'τους', 'δημάρχου']",0,0
Κλαίμε από τα γέλια. Προειδοποίηση Γεωργιάδη κατά του ακροδεξιού λαϊκισμού στο μεταναστευτικό,"['κλαίμε', 'γέλιος', 'προειδοποίηση', 'γεωργιάδη', 'του', 'ακροδεξιός', 'λαϊκισμός', 'μεταναστευτικό']",-1,-1
Μεταναστευτικό και παγκοσμιοποίηση - Η αποκόλληση των ελίτ από την κοινωνία,"['μεταναστευτικό', 'παγκοσμιοποίηση', 'αποκόλληση', 'ελίτ', 'την', 'κοινωνία']",0,0
Ταγιάνι: Ολέθριο λάθος να αφήσουμε μόνη την Ελλάδα στο μεταναστευτικό,"['ταγιάνι', 'ολέθριος', 'λάθος', 'αφήσω', 'την', 'Ελλάδα', 'μεταναστευτικό']",-1,-1
Επιχειρήματα ΝΔκρατών για το χάλι στο #μεταναστευτικό.,"['επιχειρήματο', 'νδκρατά', 'χάλι', 'μεταναστευτικό']",0,0
Αν δε σας αρέσει ψηφίστε σύριζα,"['αρέσω', 'ψηφίστε', 'σύριζος']",0,0
Οι λύσεις που προτείνετε δεν είναι πρακτικές/ ρεαλιστικές,"['λύσει', 'προτείνω', 'είναι', 'πρακτικός', 'ρεαλιστική']",1,1
