sentiment,Content
fear,['tissue']
joy,['tissue']
sadness,['tissue']
surprise,['tissue']
trust,['tissue']
anger,['tit']
anticipation,['tit']
disgust,['tit']
fear,['tit']
joy,['tit']
sadness,['tit']
surprise,['tit']
trust,['tit']
anger,['titanic']
anticipation,['titanic']
disgust,['titanic']
fear,['titanic']
joy,['titanic']
sadness,['titanic']
surprise,['titanic']
trust,['titanic']
anger,['tithe']
anticipation,['tithe']
disgust,['tithe']
fear,['tithe']
joy,['tithe']
sadness,['tithe']
surprise,['tithe']
trust,['tithe']
anger,['title']
anticipation,['title']
disgust,['title']
fear,['title']
joy,['title']
sadness,['title']
surprise,['title']
trust,['title']
anger,['titled']
anticipation,['titled']
disgust,['titled']
fear,['titled']
joy,['titled']
sadness,['titled']
surprise,['titled']
trust,['titled']
anger,['titty']
anticipation,['titty']
disgust,['titty']
fear,['titty']
joy,['titty']
sadness,['titty']
surprise,['titty']
trust,['titty']
anger,['titular']
anticipation,['titular']
disgust,['titular']
fear,['titular']
joy,['titular']
sadness,['titular']
surprise,['titular']
trust,['titular']
anger,['toad']
anticipation,['toad']
disgust,['toad']
fear,['toad']
joy,['toad']
sadness,['toad']
surprise,['toad']
trust,['toad']
anger,['toast']
anticipation,['toast']
disgust,['toast']
fear,['toast']
joy,['toast']
sadness,['toast']
surprise,['toast']
trust,['toast']
anger,['tobacco']
anticipation,['tobacco']
disgust,['tobacco']
fear,['tobacco']
joy,['tobacco']
sadness,['tobacco']
surprise,['tobacco']
trust,['tobacco']
anger,['toby']
anticipation,['toby']
disgust,['toby']
fear,['toby']
joy,['toby']
sadness,['toby']
surprise,['toby']
trust,['toby']
anger,['tod']
anticipation,['tod']
disgust,['tod']
fear,['tod']
joy,['tod']
sadness,['tod']
surprise,['tod']
trust,['tod']
anger,['today']
anticipation,['today']
disgust,['today']
fear,['today']
joy,['today']
sadness,['today']
surprise,['today']
trust,['today']
anger,['toe']
anticipation,['toe']
disgust,['toe']
fear,['toe']
joy,['toe']
sadness,['toe']
surprise,['toe']
trust,['toe']
anger,['toga']
anticipation,['toga']
disgust,['toga']
fear,['toga']
joy,['toga']
sadness,['toga']
surprise,['toga']
trust,['toga']
anger,['toil']
anticipation,['toil']
disgust,['toil']
fear,['toil']
joy,['toil']
sadness,['toil']
surprise,['toil']
trust,['toil']
anger,['toilet']
anticipation,['toilet']
disgust,['toilet']
fear,['toilet']
joy,['toilet']
sadness,['toilet']
surprise,['toilet']
trust,['toilet']
anger,['toils']
anticipation,['toils']
disgust,['toils']
fear,['toils']
joy,['toils']
sadness,['toils']
surprise,['toils']
trust,['toils']
anger,['token']
anticipation,['token']
disgust,['token']
fear,['token']
joy,['token']
sadness,['token']
surprise,['token']
trust,['token']
anger,['tolerance']
anticipation,['tolerance']
disgust,['tolerance']
fear,['tolerance']
joy,['tolerance']
sadness,['tolerance']
surprise,['tolerance']
trust,['tolerance']
anger,['tolerant']
anticipation,['tolerant']
disgust,['tolerant']
fear,['tolerant']
joy,['tolerant']
sadness,['tolerant']
surprise,['tolerant']
trust,['tolerant']
anger,['tolerate']
anticipation,['tolerate']
disgust,['tolerate']
fear,['tolerate']
joy,['tolerate']
sadness,['tolerate']
surprise,['tolerate']
trust,['tolerate']
anger,['toleration']
anticipation,['toleration']
disgust,['toleration']
fear,['toleration']
joy,['toleration']
sadness,['toleration']
surprise,['toleration']
trust,['toleration']
anger,['toll']
anticipation,['toll']
disgust,['toll']
fear,['toll']
joy,['toll']
sadness,['toll']
surprise,['toll']
trust,['toll']
anger,['tomahawk']
anticipation,['tomahawk']
disgust,['tomahawk']
fear,['tomahawk']
joy,['tomahawk']
sadness,['tomahawk']
surprise,['tomahawk']
trust,['tomahawk']
anger,['tomb']
anticipation,['tomb']
disgust,['tomb']
fear,['tomb']
joy,['tomb']
sadness,['tomb']
surprise,['tomb']
trust,['tomb']
anger,['tomcat']
anticipation,['tomcat']
disgust,['tomcat']
fear,['tomcat']
joy,['tomcat']
sadness,['tomcat']
surprise,['tomcat']
trust,['tomcat']
anger,['tome']
anticipation,['tome']
disgust,['tome']
fear,['tome']
joy,['tome']
sadness,['tome']
surprise,['tome']
trust,['tome']
anger,['tomorrow']
anticipation,['tomorrow']
disgust,['tomorrow']
fear,['tomorrow']
joy,['tomorrow']
sadness,['tomorrow']
surprise,['tomorrow']
trust,['tomorrow']
anger,['ton']
anticipation,['ton']
disgust,['ton']
fear,['ton']
joy,['ton']
sadness,['ton']
surprise,['ton']
trust,['ton']
anger,['tone']
anticipation,['tone']
disgust,['tone']
fear,['tone']
joy,['tone']
sadness,['tone']
surprise,['tone']
trust,['tone']
anger,['tong']
anticipation,['tong']
disgust,['tong']
fear,['tong']
joy,['tong']
sadness,['tong']
surprise,['tong']
trust,['tong']
anger,['tongs']
anticipation,['tongs']
disgust,['tongs']
fear,['tongs']
joy,['tongs']
sadness,['tongs']
surprise,['tongs']
trust,['tongs']
anger,['tongue']
anticipation,['tongue']
disgust,['tongue']
fear,['tongue']
joy,['tongue']
sadness,['tongue']
surprise,['tongue']
trust,['tongue']
anger,['tonic']
anticipation,['tonic']
disgust,['tonic']
fear,['tonic']
joy,['tonic']
sadness,['tonic']
surprise,['tonic']
trust,['tonic']
anger,['tonnage']
anticipation,['tonnage']
disgust,['tonnage']
fear,['tonnage']
joy,['tonnage']
sadness,['tonnage']
surprise,['tonnage']
trust,['tonnage']
anger,['tonsils']
anticipation,['tonsils']
disgust,['tonsils']
fear,['tonsils']
joy,['tonsils']
sadness,['tonsils']
surprise,['tonsils']
trust,['tonsils']
anger,['tooling']
anticipation,['tooling']
disgust,['tooling']
fear,['tooling']
joy,['tooling']
sadness,['tooling']
surprise,['tooling']
trust,['tooling']
anger,['tooth']
anticipation,['tooth']
disgust,['tooth']
fear,['tooth']
joy,['tooth']
sadness,['tooth']
surprise,['tooth']
trust,['tooth']
anger,['toothache']
anticipation,['toothache']
disgust,['toothache']
fear,['toothache']
joy,['toothache']
sadness,['toothache']
surprise,['toothache']
trust,['toothache']
anger,['toothed']
anticipation,['toothed']
disgust,['toothed']
fear,['toothed']
joy,['toothed']
sadness,['toothed']
surprise,['toothed']
trust,['toothed']
anger,['toothless']
anticipation,['toothless']
disgust,['toothless']
fear,['toothless']
joy,['toothless']
sadness,['toothless']
surprise,['toothless']
trust,['toothless']
anger,['top']
anticipation,['top']
disgust,['top']
fear,['top']
joy,['top']
sadness,['top']
surprise,['top']
trust,['top']
anger,['topaz']
anticipation,['topaz']
disgust,['topaz']
fear,['topaz']
joy,['topaz']
sadness,['topaz']
surprise,['topaz']
trust,['topaz']
anger,['topic']
anticipation,['topic']
disgust,['topic']
fear,['topic']
joy,['topic']
sadness,['topic']
surprise,['topic']
trust,['topic']
anger,['topical']
anticipation,['topical']
disgust,['topical']
fear,['topical']
joy,['topical']
sadness,['topical']
surprise,['topical']
trust,['topical']
anger,['topographic']
anticipation,['topographic']
disgust,['topographic']
fear,['topographic']
joy,['topographic']
sadness,['topographic']
surprise,['topographic']
trust,['topographic']
anger,['topographical']
anticipation,['topographical']
disgust,['topographical']
fear,['topographical']
joy,['topographical']
sadness,['topographical']
surprise,['topographical']
trust,['topographical']
anger,['topography']
anticipation,['topography']
disgust,['topography']
fear,['topography']
joy,['topography']
sadness,['topography']
surprise,['topography']
trust,['topography']
anger,['topple']
anticipation,['topple']
disgust,['topple']
fear,['topple']
joy,['topple']
sadness,['topple']
surprise,['topple']
trust,['topple']
anger,['tor']
anticipation,['tor']
disgust,['tor']
fear,['tor']
joy,['tor']
sadness,['tor']
surprise,['tor']
trust,['tor']
anger,['torch']
anticipation,['torch']
disgust,['torch']
fear,['torch']
joy,['torch']
sadness,['torch']
surprise,['torch']
trust,['torch']
anger,['torment']
anticipation,['torment']
disgust,['torment']
fear,['torment']
joy,['torment']
sadness,['torment']
surprise,['torment']
trust,['torment']
anger,['torn']
anticipation,['torn']
disgust,['torn']
fear,['torn']
joy,['torn']
sadness,['torn']
surprise,['torn']
trust,['torn']
anger,['tornado']
anticipation,['tornado']
disgust,['tornado']
fear,['tornado']
joy,['tornado']
sadness,['tornado']
surprise,['tornado']
trust,['tornado']
anger,['torpedo']
anticipation,['torpedo']
disgust,['torpedo']
fear,['torpedo']
joy,['torpedo']
sadness,['torpedo']
surprise,['torpedo']
trust,['torpedo']
anger,['torrent']
anticipation,['torrent']
disgust,['torrent']
fear,['torrent']
joy,['torrent']
sadness,['torrent']
surprise,['torrent']
trust,['torrent']
anger,['torrid']
anticipation,['torrid']
disgust,['torrid']
fear,['torrid']
joy,['torrid']
sadness,['torrid']
surprise,['torrid']
trust,['torrid']
anger,['torsion']
anticipation,['torsion']
disgust,['torsion']
fear,['torsion']
joy,['torsion']
sadness,['torsion']
surprise,['torsion']
trust,['torsion']
anger,['torso']
anticipation,['torso']
disgust,['torso']
fear,['torso']
joy,['torso']
sadness,['torso']
surprise,['torso']
trust,['torso']
anger,['tort']
anticipation,['tort']
disgust,['tort']
fear,['tort']
joy,['tort']
sadness,['tort']
surprise,['tort']
trust,['tort']
anger,['tortious']
anticipation,['tortious']
disgust,['tortious']
fear,['tortious']
joy,['tortious']
sadness,['tortious']
surprise,['tortious']
trust,['tortious']
anger,['tortoise']
anticipation,['tortoise']
disgust,['tortoise']
fear,['tortoise']
joy,['tortoise']
sadness,['tortoise']
surprise,['tortoise']
trust,['tortoise']
anger,['tortuous']
anticipation,['tortuous']
disgust,['tortuous']
fear,['tortuous']
joy,['tortuous']
sadness,['tortuous']
surprise,['tortuous']
trust,['tortuous']
anger,['torture']
anticipation,['torture']
disgust,['torture']
fear,['torture']
joy,['torture']
sadness,['torture']
surprise,['torture']
trust,['torture']
anger,['toss']
anticipation,['toss']
disgust,['toss']
fear,['toss']
joy,['toss']
sadness,['toss']
surprise,['toss']
trust,['toss']
anger,['total']
anticipation,['total']
disgust,['total']
fear,['total']
joy,['total']
sadness,['total']
surprise,['total']
trust,['total']
anger,['totality']
anticipation,['totality']
disgust,['totality']
fear,['totality']
joy,['totality']
sadness,['totality']
surprise,['totality']
trust,['totality']
anger,['totally']
anticipation,['totally']
disgust,['totally']
fear,['totally']
joy,['totally']
sadness,['totally']
surprise,['totally']
trust,['totally']
anger,['tote']
anticipation,['tote']
disgust,['tote']
fear,['tote']
joy,['tote']
sadness,['tote']
surprise,['tote']
trust,['tote']
anger,['totem']
anticipation,['totem']
disgust,['totem']
fear,['totem']
joy,['totem']
sadness,['totem']
surprise,['totem']
trust,['totem']
anger,['touch']
anticipation,['touch']
disgust,['touch']
fear,['touch']
joy,['touch']
sadness,['touch']
surprise,['touch']
trust,['touch']
anger,['touched']
anticipation,['touched']
disgust,['touched']
fear,['touched']
joy,['touched']
sadness,['touched']
surprise,['touched']
trust,['touched']
anger,['touching']
anticipation,['touching']
disgust,['touching']
fear,['touching']
joy,['touching']
sadness,['touching']
surprise,['touching']
trust,['touching']
anger,['touchy']
anticipation,['touchy']
disgust,['touchy']
fear,['touchy']
joy,['touchy']
sadness,['touchy']
surprise,['touchy']
trust,['touchy']
anger,['tough']
anticipation,['tough']
disgust,['tough']
fear,['tough']
joy,['tough']
sadness,['tough']
surprise,['tough']
trust,['tough']
anger,['toughness']
anticipation,['toughness']
disgust,['toughness']
fear,['toughness']
joy,['toughness']
sadness,['toughness']
surprise,['toughness']
trust,['toughness']
anger,['tour']
anticipation,['tour']
disgust,['tour']
fear,['tour']
joy,['tour']
sadness,['tour']
surprise,['tour']
trust,['tour']
anger,['tourist']
anticipation,['tourist']
disgust,['tourist']
fear,['tourist']
joy,['tourist']
sadness,['tourist']
surprise,['tourist']
trust,['tourist']
anger,['tourmaline']
anticipation,['tourmaline']
disgust,['tourmaline']
fear,['tourmaline']
joy,['tourmaline']
sadness,['tourmaline']
surprise,['tourmaline']
trust,['tourmaline']
anger,['tournament']
anticipation,['tournament']
disgust,['tournament']
fear,['tournament']
joy,['tournament']
sadness,['tournament']
surprise,['tournament']
trust,['tournament']
anger,['tourniquet']
anticipation,['tourniquet']
disgust,['tourniquet']
fear,['tourniquet']
joy,['tourniquet']
sadness,['tourniquet']
surprise,['tourniquet']
trust,['tourniquet']
anger,['tout']
anticipation,['tout']
disgust,['tout']
fear,['tout']
joy,['tout']
sadness,['tout']
surprise,['tout']
trust,['tout']
anger,['tow']
anticipation,['tow']
disgust,['tow']
fear,['tow']
joy,['tow']
sadness,['tow']
surprise,['tow']
trust,['tow']
anger,['towel']
anticipation,['towel']
disgust,['towel']
fear,['towel']
joy,['towel']
sadness,['towel']
surprise,['towel']
trust,['towel']
anger,['tower']
anticipation,['tower']
disgust,['tower']
fear,['tower']
joy,['tower']
sadness,['tower']
surprise,['tower']
trust,['tower']
anger,['towering']
anticipation,['towering']
disgust,['towering']
fear,['towering']
joy,['towering']
sadness,['towering']
surprise,['towering']
trust,['towering']
anger,['town']
anticipation,['town']
disgust,['town']
fear,['town']
joy,['town']
sadness,['town']
surprise,['town']
trust,['town']
anger,['townhouse']
anticipation,['townhouse']
disgust,['townhouse']
fear,['townhouse']
joy,['townhouse']
sadness,['townhouse']
surprise,['townhouse']
trust,['townhouse']
anger,['toxic']
anticipation,['toxic']
disgust,['toxic']
fear,['toxic']
joy,['toxic']
sadness,['toxic']
surprise,['toxic']
trust,['toxic']
anger,['toxicology']
anticipation,['toxicology']
disgust,['toxicology']
fear,['toxicology']
joy,['toxicology']
sadness,['toxicology']
surprise,['toxicology']
trust,['toxicology']
anger,['toxin']
anticipation,['toxin']
disgust,['toxin']
fear,['toxin']
joy,['toxin']
sadness,['toxin']
surprise,['toxin']
trust,['toxin']
anger,['toy']
anticipation,['toy']
disgust,['toy']
fear,['toy']
joy,['toy']
sadness,['toy']
surprise,['toy']
trust,['toy']
anger,['trace']
anticipation,['trace']
disgust,['trace']
fear,['trace']
joy,['trace']
sadness,['trace']
surprise,['trace']
trust,['trace']
anger,['traces']
anticipation,['traces']
disgust,['traces']
fear,['traces']
joy,['traces']
sadness,['traces']
surprise,['traces']
trust,['traces']
anger,['trachea']
anticipation,['trachea']
disgust,['trachea']
fear,['trachea']
joy,['trachea']
sadness,['trachea']
surprise,['trachea']
trust,['trachea']
anger,['tracing']
anticipation,['tracing']
disgust,['tracing']
fear,['tracing']
joy,['tracing']
sadness,['tracing']
surprise,['tracing']
trust,['tracing']
anger,['track']
anticipation,['track']
disgust,['track']
fear,['track']
joy,['track']
sadness,['track']
surprise,['track']
trust,['track']
anger,['tract']
anticipation,['tract']
disgust,['tract']
fear,['tract']
joy,['tract']
sadness,['tract']
surprise,['tract']
trust,['tract']
anger,['tractable']
anticipation,['tractable']
disgust,['tractable']
fear,['tractable']
joy,['tractable']
sadness,['tractable']
surprise,['tractable']
trust,['tractable']
anger,['traction']
anticipation,['traction']
disgust,['traction']
fear,['traction']
joy,['traction']
sadness,['traction']
surprise,['traction']
trust,['traction']
anger,['tractor']
anticipation,['tractor']
disgust,['tractor']
fear,['tractor']
joy,['tractor']
sadness,['tractor']
surprise,['tractor']
trust,['tractor']
anger,['trade']
anticipation,['trade']
disgust,['trade']
fear,['trade']
joy,['trade']
sadness,['trade']
surprise,['trade']
trust,['trade']
anger,['trader']
anticipation,['trader']
disgust,['trader']
fear,['trader']
joy,['trader']
sadness,['trader']
surprise,['trader']
trust,['trader']
anger,['tradesman']
anticipation,['tradesman']
disgust,['tradesman']
fear,['tradesman']
joy,['tradesman']
sadness,['tradesman']
surprise,['tradesman']
trust,['tradesman']
anger,['trading']
anticipation,['trading']
disgust,['trading']
fear,['trading']
joy,['trading']
sadness,['trading']
surprise,['trading']
trust,['trading']
anger,['tradition']
anticipation,['tradition']
disgust,['tradition']
fear,['tradition']
joy,['tradition']
sadness,['tradition']
surprise,['tradition']
trust,['tradition']
anger,['traditional']
anticipation,['traditional']
disgust,['traditional']
fear,['traditional']
joy,['traditional']
sadness,['traditional']
surprise,['traditional']
trust,['traditional']
anger,['traffic']
anticipation,['traffic']
disgust,['traffic']
fear,['traffic']
joy,['traffic']
sadness,['traffic']
surprise,['traffic']
trust,['traffic']
anger,['tragedy']
anticipation,['tragedy']
disgust,['tragedy']
fear,['tragedy']
joy,['tragedy']
sadness,['tragedy']
surprise,['tragedy']
trust,['tragedy']
anger,['tragic']
anticipation,['tragic']
disgust,['tragic']
fear,['tragic']
joy,['tragic']
sadness,['tragic']
surprise,['tragic']
trust,['tragic']
anger,['trail']
anticipation,['trail']
disgust,['trail']
fear,['trail']
joy,['trail']
sadness,['trail']
surprise,['trail']
trust,['trail']
anger,['train']
anticipation,['train']
disgust,['train']
fear,['train']
joy,['train']
sadness,['train']
surprise,['train']
trust,['train']
anger,['trained']
anticipation,['trained']
disgust,['trained']
fear,['trained']
joy,['trained']
sadness,['trained']
surprise,['trained']
trust,['trained']
anger,['trainer']
anticipation,['trainer']
disgust,['trainer']
fear,['trainer']
joy,['trainer']
sadness,['trainer']
surprise,['trainer']
trust,['trainer']
anger,['training']
anticipation,['training']
disgust,['training']
fear,['training']
joy,['training']
sadness,['training']
surprise,['training']
trust,['training']
anger,['trait']
anticipation,['trait']
disgust,['trait']
fear,['trait']
joy,['trait']
sadness,['trait']
surprise,['trait']
trust,['trait']
anger,['traitor']
anticipation,['traitor']
disgust,['traitor']
fear,['traitor']
joy,['traitor']
sadness,['traitor']
surprise,['traitor']
trust,['traitor']
anger,['trajectory']
anticipation,['trajectory']
disgust,['trajectory']
fear,['trajectory']
joy,['trajectory']
sadness,['trajectory']
surprise,['trajectory']
trust,['trajectory']
anger,['tram']
anticipation,['tram']
disgust,['tram']
fear,['tram']
joy,['tram']
sadness,['tram']
surprise,['tram']
trust,['tram']
anger,['tramp']
anticipation,['tramp']
disgust,['tramp']
fear,['tramp']
joy,['tramp']
sadness,['tramp']
surprise,['tramp']
trust,['tramp']
anger,['tramway']
anticipation,['tramway']
disgust,['tramway']
fear,['tramway']
joy,['tramway']
sadness,['tramway']
surprise,['tramway']
trust,['tramway']
anger,['trance']
anticipation,['trance']
disgust,['trance']
fear,['trance']
joy,['trance']
sadness,['trance']
surprise,['trance']
trust,['trance']
anger,['tranquil']
anticipation,['tranquil']
disgust,['tranquil']
fear,['tranquil']
joy,['tranquil']
sadness,['tranquil']
surprise,['tranquil']
trust,['tranquil']
anger,['tranquility']
anticipation,['tranquility']
disgust,['tranquility']
fear,['tranquility']
joy,['tranquility']
sadness,['tranquility']
surprise,['tranquility']
trust,['tranquility']
anger,['transact']
anticipation,['transact']
disgust,['transact']
fear,['transact']
joy,['transact']
sadness,['transact']
surprise,['transact']
trust,['transact']
anger,['transaction']
anticipation,['transaction']
disgust,['transaction']
fear,['transaction']
joy,['transaction']
sadness,['transaction']
surprise,['transaction']
trust,['transaction']
anger,['transatlantic']
anticipation,['transatlantic']
disgust,['transatlantic']
fear,['transatlantic']
joy,['transatlantic']
sadness,['transatlantic']
surprise,['transatlantic']
trust,['transatlantic']
anger,['transcendence']
anticipation,['transcendence']
disgust,['transcendence']
fear,['transcendence']
joy,['transcendence']
sadness,['transcendence']
surprise,['transcendence']
trust,['transcendence']
anger,['transcendent']
anticipation,['transcendent']
disgust,['transcendent']
fear,['transcendent']
joy,['transcendent']
sadness,['transcendent']
surprise,['transcendent']
trust,['transcendent']
anger,['transcendental']
anticipation,['transcendental']
disgust,['transcendental']
fear,['transcendental']
joy,['transcendental']
sadness,['transcendental']
surprise,['transcendental']
trust,['transcendental']
anger,['transcribe']
anticipation,['transcribe']
disgust,['transcribe']
fear,['transcribe']
joy,['transcribe']
sadness,['transcribe']
surprise,['transcribe']
trust,['transcribe']
anger,['transcriber']
anticipation,['transcriber']
disgust,['transcriber']
fear,['transcriber']
joy,['transcriber']
sadness,['transcriber']
surprise,['transcriber']
trust,['transcriber']
anger,['transcript']
anticipation,['transcript']
disgust,['transcript']
fear,['transcript']
joy,['transcript']
sadness,['transcript']
surprise,['transcript']
trust,['transcript']
anger,['transcription']
anticipation,['transcription']
disgust,['transcription']
fear,['transcription']
joy,['transcription']
sadness,['transcription']
surprise,['transcription']
trust,['transcription']
anger,['transfer']
anticipation,['transfer']
disgust,['transfer']
fear,['transfer']
joy,['transfer']
sadness,['transfer']
surprise,['transfer']
trust,['transfer']
anger,['transference']
anticipation,['transference']
disgust,['transference']
fear,['transference']
joy,['transference']
sadness,['transference']
surprise,['transference']
trust,['transference']
anger,['transferred']
anticipation,['transferred']
disgust,['transferred']
fear,['transferred']
joy,['transferred']
sadness,['transferred']
surprise,['transferred']
trust,['transferred']
anger,['transfixed']
anticipation,['transfixed']
disgust,['transfixed']
fear,['transfixed']
joy,['transfixed']
sadness,['transfixed']
surprise,['transfixed']
trust,['transfixed']
anger,['transform']
anticipation,['transform']
disgust,['transform']
fear,['transform']
joy,['transform']
sadness,['transform']
surprise,['transform']
trust,['transform']
anger,['transformation']
anticipation,['transformation']
disgust,['transformation']
fear,['transformation']
joy,['transformation']
sadness,['transformation']
surprise,['transformation']
trust,['transformation']
anger,['transfusion']
anticipation,['transfusion']
disgust,['transfusion']
fear,['transfusion']
joy,['transfusion']
sadness,['transfusion']
surprise,['transfusion']
trust,['transfusion']
anger,['transgression']
anticipation,['transgression']
disgust,['transgression']
fear,['transgression']
joy,['transgression']
sadness,['transgression']
surprise,['transgression']
trust,['transgression']
anger,['transient']
anticipation,['transient']
disgust,['transient']
fear,['transient']
joy,['transient']
sadness,['transient']
surprise,['transient']
trust,['transient']
anger,['transit']
anticipation,['transit']
disgust,['transit']
fear,['transit']
joy,['transit']
sadness,['transit']
surprise,['transit']
trust,['transit']
anger,['transition']
anticipation,['transition']
disgust,['transition']
fear,['transition']
joy,['transition']
sadness,['transition']
surprise,['transition']
trust,['transition']
anger,['transitional']
anticipation,['transitional']
disgust,['transitional']
fear,['transitional']
joy,['transitional']
sadness,['transitional']
surprise,['transitional']
trust,['transitional']
anger,['transitive']
anticipation,['transitive']
disgust,['transitive']
fear,['transitive']
joy,['transitive']
sadness,['transitive']
surprise,['transitive']
trust,['transitive']
anger,['transitory']
anticipation,['transitory']
disgust,['transitory']
fear,['transitory']
joy,['transitory']
sadness,['transitory']
surprise,['transitory']
trust,['transitory']
anger,['translate']
anticipation,['translate']
disgust,['translate']
fear,['translate']
joy,['translate']
sadness,['translate']
surprise,['translate']
trust,['translate']
anger,['translation']
anticipation,['translation']
disgust,['translation']
fear,['translation']
joy,['translation']
sadness,['translation']
surprise,['translation']
trust,['translation']
anger,['translocation']
anticipation,['translocation']
disgust,['translocation']
fear,['translocation']
joy,['translocation']
sadness,['translocation']
surprise,['translocation']
trust,['translocation']
anger,['translucent']
anticipation,['translucent']
disgust,['translucent']
fear,['translucent']
joy,['translucent']
sadness,['translucent']
surprise,['translucent']
trust,['translucent']
anger,['transmission']
anticipation,['transmission']
disgust,['transmission']
fear,['transmission']
joy,['transmission']
sadness,['transmission']
surprise,['transmission']
trust,['transmission']
anger,['transmit']
anticipation,['transmit']
disgust,['transmit']
fear,['transmit']
joy,['transmit']
sadness,['transmit']
surprise,['transmit']
trust,['transmit']
anger,['transmutation']
anticipation,['transmutation']
disgust,['transmutation']
fear,['transmutation']
joy,['transmutation']
sadness,['transmutation']
surprise,['transmutation']
trust,['transmutation']
anger,['transom']
anticipation,['transom']
disgust,['transom']
fear,['transom']
joy,['transom']
sadness,['transom']
surprise,['transom']
trust,['transom']
anger,['transparency']
anticipation,['transparency']
disgust,['transparency']
fear,['transparency']
joy,['transparency']
sadness,['transparency']
surprise,['transparency']
trust,['transparency']
anger,['transparent']
anticipation,['transparent']
disgust,['transparent']
fear,['transparent']
joy,['transparent']
sadness,['transparent']
surprise,['transparent']
trust,['transparent']
anger,['transplant']
anticipation,['transplant']
disgust,['transplant']
fear,['transplant']
joy,['transplant']
sadness,['transplant']
surprise,['transplant']
trust,['transplant']
anger,['transplantation']
anticipation,['transplantation']
disgust,['transplantation']
fear,['transplantation']
joy,['transplantation']
sadness,['transplantation']
surprise,['transplantation']
trust,['transplantation']
anger,['transport']
anticipation,['transport']
disgust,['transport']
fear,['transport']
joy,['transport']
sadness,['transport']
surprise,['transport']
trust,['transport']
anger,['transportation']
anticipation,['transportation']
disgust,['transportation']
fear,['transportation']
joy,['transportation']
sadness,['transportation']
surprise,['transportation']
trust,['transportation']
anger,['transpose']
anticipation,['transpose']
disgust,['transpose']
fear,['transpose']
joy,['transpose']
sadness,['transpose']
surprise,['transpose']
trust,['transpose']
anger,['transposition']
anticipation,['transposition']
disgust,['transposition']
fear,['transposition']
joy,['transposition']
sadness,['transposition']
surprise,['transposition']
trust,['transposition']
anger,['transverse']
anticipation,['transverse']
disgust,['transverse']
fear,['transverse']
joy,['transverse']
sadness,['transverse']
surprise,['transverse']
trust,['transverse']
anger,['trap']
anticipation,['trap']
disgust,['trap']
fear,['trap']
joy,['trap']
sadness,['trap']
surprise,['trap']
trust,['trap']
anger,['trapping']
anticipation,['trapping']
disgust,['trapping']
fear,['trapping']
joy,['trapping']
sadness,['trapping']
surprise,['trapping']
trust,['trapping']
anger,['trappings']
anticipation,['trappings']
disgust,['trappings']
fear,['trappings']
joy,['trappings']
sadness,['trappings']
surprise,['trappings']
trust,['trappings']
anger,['traps']
anticipation,['traps']
disgust,['traps']
fear,['traps']
joy,['traps']
sadness,['traps']
surprise,['traps']
trust,['traps']
anger,['trash']
anticipation,['trash']
disgust,['trash']
fear,['trash']
joy,['trash']
sadness,['trash']
surprise,['trash']
trust,['trash']
anger,['trashy']
anticipation,['trashy']
disgust,['trashy']
fear,['trashy']
joy,['trashy']
sadness,['trashy']
surprise,['trashy']
trust,['trashy']
anger,['traumatic']
anticipation,['traumatic']
disgust,['traumatic']
fear,['traumatic']
joy,['traumatic']
sadness,['traumatic']
surprise,['traumatic']
trust,['traumatic']
anger,['travail']
anticipation,['travail']
disgust,['travail']
fear,['travail']
joy,['travail']
sadness,['travail']
surprise,['travail']
trust,['travail']
anger,['travel']
anticipation,['travel']
disgust,['travel']
fear,['travel']
joy,['travel']
sadness,['travel']
surprise,['travel']
trust,['travel']
anger,['traveler']
anticipation,['traveler']
disgust,['traveler']
fear,['traveler']
joy,['traveler']
sadness,['traveler']
surprise,['traveler']
trust,['traveler']
anger,['traveling']
anticipation,['traveling']
disgust,['traveling']
fear,['traveling']
joy,['traveling']
sadness,['traveling']
surprise,['traveling']
trust,['traveling']
anger,['traverse']
anticipation,['traverse']
disgust,['traverse']
fear,['traverse']
joy,['traverse']
sadness,['traverse']
surprise,['traverse']
trust,['traverse']
anger,['travesty']
anticipation,['travesty']
disgust,['travesty']
fear,['travesty']
joy,['travesty']
sadness,['travesty']
surprise,['travesty']
trust,['travesty']
anger,['trawl']
anticipation,['trawl']
disgust,['trawl']
fear,['trawl']
joy,['trawl']
sadness,['trawl']
surprise,['trawl']
trust,['trawl']
anger,['trawler']
anticipation,['trawler']
disgust,['trawler']
fear,['trawler']
joy,['trawler']
sadness,['trawler']
surprise,['trawler']
trust,['trawler']
anger,['tray']
anticipation,['tray']
disgust,['tray']
fear,['tray']
joy,['tray']
sadness,['tray']
surprise,['tray']
trust,['tray']
anger,['treacherous']
anticipation,['treacherous']
disgust,['treacherous']
fear,['treacherous']
joy,['treacherous']
sadness,['treacherous']
surprise,['treacherous']
trust,['treacherous']
anger,['treachery']
anticipation,['treachery']
disgust,['treachery']
fear,['treachery']
joy,['treachery']
sadness,['treachery']
surprise,['treachery']
trust,['treachery']
anger,['tread']
anticipation,['tread']
disgust,['tread']
fear,['tread']
joy,['tread']
sadness,['tread']
surprise,['tread']
trust,['tread']
anger,['treadmill']
anticipation,['treadmill']
disgust,['treadmill']
fear,['treadmill']
joy,['treadmill']
sadness,['treadmill']
surprise,['treadmill']
trust,['treadmill']
anger,['treason']
anticipation,['treason']
disgust,['treason']
fear,['treason']
