Gr_Content,Gr_Sentiment
Η γιαγιά μου πολλές φορές χτυπήθηκε από εγκεφαλικές αιμορραγίες Μέχρι στιγμής ανέκαμψε καλά κάθε φορά αλλά υπάρχει πάντα η απειλή να χαλαρώσει,φόβος
"Είχα κάνει ραντεβού με τρεις φίλους Έπρεπε να βγούμε μαζί Όταν έφτασα στον τόπο τα υπόλοιπα άτομα δεν ήταν εκεί, έγινα πολύ θυμωμένος γιατί σκέφτηκα ότι έφυγαν χωρίς εμένα Όμως δεν φάνηκε να συμβαίνει",οργή
Τελειώσαμε τη σχέση με τον φίλο μου αφού αισθανόμουν πολύ δυσαρεστημένος εδώ και πολύ καιρό,θλίψη
Λίγες μέρες μετά την ολοκλήρωση της σχέσης με τον φίλο μου είχαμε μια διαμάχη Τότε με χτύπησε Τη στιγμή εκείνη τον βρήκα αηδιαστικό,αηδία
Ένας στενός συγγενής μου υποβλήθηκε σε μια δύσκολη επιχείρηση και όλα έγιναν καλά,χαρά
Όταν μπαίνω στο σωλήνα ή στο τρένο χωρίς να πληρώσω για το εισιτήριο,φόβος
Ένας συμμαθητής με προέτρεψε να πραγματοποιήσω μια συγκεκριμένη διαμαρτυρία μαζί του και όταν έφτασε η ώρα ο συνάδελφος επέστρεψε ενώ έπρεπε να αντιμετωπίσω την κατάσταση,οργή
Όταν απέτυχα στην εξέταση IMEC,θλίψη
Όταν είδα κάποιον να τρώει ζωντανά σκουλήκια,αηδία
Όταν μου είπαν ότι είχα υποτροφία σπουδών,χαρά
Όταν ο πατέρας μου σώθηκε από σοβαρό εργασιακό ατύχημα,χαρά
"Όταν ήμουν παιδί, έκρυψα κάτω από τα φύλλα από φόβο σκοταδιού",φόβος
Όταν είδα για πρώτη φορά ένα άτομο που ικετεύει,οργή
Όταν η ομάδα μου στο μπάσκετ έχασε τον προκριματικό σε τελικό,θλίψη
Όταν βλέπω σάπιο κρέας,αηδία
"Όταν ήξερα ότι είχα περάσει την εξέταση για την εισαγωγή στο πανεπιστήμιο, νόμιζα ότι είχα κάνει μία από τις εξετάσεις άσχημα",χαρά
Όταν ήμουν πολύ νέος μια μέρα ήμουν στο δρόμο με τον πατέρα μου και τον αδελφό μου Ενώ ο πατέρας μου μιλούσε με φίλους είδα ένα σκύλο και άρχισα να το πατήσω Ο πατέρας μου μου είπε απότομα να σταματήσω να το κάνω επειδή ο σκύλος είχε φαγητό Τότε ο αδελφός μου είπε ότι θα πεθάνω και δεν θα μπορούσε να σταματήσει να κλαίει μετά από αυτό,φόβος
Περπατήσαμε από το δρόμο μας πίσω από μια πόλη μάλλον μεθυσμένη Είχαμε πέσει σε μια άλλη πόλη που ήταν άγνωστη για μας Χρειαζόμασταν να ουρήσω έτσι το έκανα σε έναν τοίχο που αποδείχθηκε ότι ανήκε στο στρατιωτικό αρχηγείο Μου συνέλαβαν και με έκαναν να πληρώσω πρόστιμο των pts Έπρεπε να πάμε σπίτι με τα πόδια χιλιόμετρα δεδομένου ότι ήταν πολύ αργά για να μας δώσει κάποιος ανελκυστήρα,οργή
Ήμουν για να συναντήσω ένα κορίτσι σε μια ντίσκο Ήταν πολύ όμορφη και ήμουν πολύ χαρούμενος Αλλά δεν εμφανίστηκαν Σας ευχαριστώ Θεός υπήρχαν κάποιοι άλλοι φίλοι εκεί και ήμουν σε θέση να έχουν μια περισσότερο ή λιγότερο καλή στιγμή,θλίψη
Είχα έναν συμμαθητή που ήταν μάλλον ηλίθιος δεν τον άρεσε αλλά τον σεβαστήκαμε Όταν προσπάθησε να μιλήσει σε κάποιον που δεν τον άκουγαν και δεν μπορούσα να το αντέξω,αηδία
Την ημέρα που μερικοί φίλοι μου και εγώ αποφασίσαμε να πάμε στη Γαλικία στις διακοπές,χαρά
Πριν από μια εξέταση που τελικά δεν πήρα,φόβος
Στο σπίτι όταν έχασαν τρία κομμάτια του παζλ μου,οργή
Όταν είχα ένα επιχείρημα με έναν φίλο,θλίψη
Όταν είμαι βρώμικος γιατί δεν είχα ντους για λίγες μέρες,αηδία
Ένας φίλος μου είπε ότι είχα περάσει τις εισαγωγικές εξετάσεις στο πανεπιστήμιο,χαρά
Πριν κάνετε μια εξέταση,φόβος
Η οικογένειά μου μου είπε να φύγω αν δεν ήμουν πρόθυμος να δεχτώ τους όρους που επέβαλαν σε μένα,οργή
Μια φίλη μου με τηλεφώνησε όταν δεν ήμουν στο σπίτι Τηλεφώνησα πίσω της για να ξέρω τι ήθελε και μου είπε ότι είχε καλέσει τον λάθος αριθμό,θλίψη
Έπρεπε να αλλάξω ένα ρούχα μωρών για πρώτη φορά,αηδία
Όταν γεννήθηκε ο αδελφός μου,χαρά
Όταν σχεδόν έπεσα από κάποια βράχια επειδή είχα ενεργήσει ανόητα και έπαιζα επικίνδυνα,φόβος
Μόλις είδα μερικά παιδιά να κυνηγούν μια γάτα σε θάνατο,οργή
Ο θάνατος ενός φίλου,θλίψη
Όταν είδα μια σκηνή στην τηλεόραση όπου παρουσιάστηκε ένας ευνουχισμός,αηδία
Όταν είδα ότι είχα περάσει τις εισαγωγικές εξετάσεις στο πανεπιστήμιο Μου έκανε να ξεχάσω όλα τα προβλήματά μου,χαρά
"Όταν ήμουν δέκα, κλείσαμε στο σχολείο με έναν φίλο μου έπρεπε να πηδήσω από ένα παράθυρο και να περάσω μια ακτίνα μέτρια ψηλά",φόβος
Όταν μου είπαν ότι ένα αγόρι δεν ήθελε να είναι φίλος μου χωρίς προφανή λόγο,οργή
Όταν έμαθα ότι ένα αγόρι που μου άρεσε είχε με ένα κορίτσι για τρία χρόνια,θλίψη
Όταν μια πολύ βρώμικη συμμαθητής φώναξε στην παρουσία μου Υπήρξε μια τρομερή μυρωδιά,αηδία
"Όταν είδα την ηλικιωμένη αδελφή μου στο σπίτι, αφού την περίμενε όλη τη νύχτα, χωρίς να ξέρει πού ήταν",χαρά
Ενώ περίμενα να μου δώσουν τα σημάδια του πιο δύσκολου θέματος φέτος,φόβος
Είχα ένα επιχείρημα με τη μητέρα μου επειδή επικρίνω τους κανόνες που επιβάλλει στο σπίτι που είναι υπερβολικά άκαμπτοι και αυθαίρετοι για μένα,οργή
Όταν έμαθα ότι ένας φίλος μου δεν είχε μιλήσει με το φίλο της για μια εβδομάδα μετά από ένα επιχείρημα λόγω αβάσιμης ζήλισης,θλίψη
Βλέποντας μια σκηνή ενός ατυχήματος σε ένα περιοδικό,αηδία
Μετά από μερικές μέρες καθυστέρηση στην αποφυγή των κοριτσιών μου ήμουν πολύ ευτυχής να δω ότι η δοκιμή εγκυμοσύνης ήταν αρνητική,χαρά
Όταν είδα ένα τηλεοπτικό πρόγραμμα στο βορειοαμερικανικό στρατιωτικό σχέδιο που ονομάζεται The Startwar,φόβος
Αισθάνθηκα θυμωμένος όταν είδα στην τηλεόραση την τελευταία σφαγή των αμερικανών στη Ν. Αφρική,οργή
Όταν είδα τις εικόνες του σχεδίου στην Αιθιοπία,θλίψη
Κάθε φορά που βλέπω έναν αλκοολικό,αηδία
Την ημέρα που η ομάδα της Μπαρτσελόνα Ρεάλ Μαδρίτης προκρίθηκε για τον τελικό στην Αθήνα,χαρά
Την τελευταία φορά που ήμουν πρόσωπο με πρόσωπο με το τερατώδες σκυλί που ζει στο δρόμο μου,φόβος
Κατά τη διάρκεια μιας φιλικής συνημμένης συζήτησης ένας από τους συμμετέχοντες έκανε μια παρέμβαση που με έκανε να αισθάνομαι άβολα,οργή
Όταν άκουσα τον τελευταίο κανονισμό της σοσιαλιστικής κυβέρνησης σχετικά με τις συντάξεις,θλίψη
Όταν γνώρισα τις λεπτομέρειες αν η πείνα στην Ανατολική Αφρική,αηδία
Όταν πέρασα μια σημαντική εξέταση,χαρά
"Σε μια μάλλον σημαντική εξέταση, όταν με έπιασαν με κόκκινη αντιγραφή",φόβος
"Όταν ο πατέρας μου με απευθύνθηκε άμεσα και κακόβουλα, με συμπεριλαμβάνοντας έτσι στον οικογενειακό πόλεμο",οργή
Όταν οι γονείς μου διαζευγμένοι,θλίψη
Όταν ήμουν παιδί μια μέρα παίζοντας έπεσα μέχρι τη μέση μου στη λάσπη,αηδία
Όταν πέρασα μια εξέταση που είχα αποτύχει πέρυσι,χαρά
Όταν βγαίνω μόνος το βράδυ,φόβος
Μια δολοφονία,οργή
Όταν απέτυχα δύο θέματα το περασμένο έτος,θλίψη
Όταν βλέπω ανθρώπους που δεν έχουν συναισθήματα,αηδία
Όταν μου είπαν ότι θα μπορούσα να πάρω μια εβδομάδα μακριά και να πάω για ένα ταξίδι με τους φίλους μου,χαρά
Κάθε φορά που πήγαινα σπίτι με την σχολική μου έκθεση,φόβος
"Κατά τη διάρκεια ενός επιχειρήματος μεταξύ φίλων, ένας από αυτούς με κατηγορούσε ότι εκμεταλλεύτηκα κάποιους άλλους φίλους που συνήθως έρχονται στο πανεπιστήμιο στο αυτοκίνητό μου λέγοντας ότι τους ζητώ πάρα πολλά χρήματα για τη βενζίνη",οργή
Όταν έμαθα ότι δύο από τους φίλους μου είχαν ένα σοβαρό αυτοκινητιστικό ατύχημα,θλίψη
Ένας νεαρός άνδρας έβλαζε και ταπεινούσε έναν μεθυσμένο άνδρα,αηδία
Όταν είδα ότι είχα περάσει μια εξέταση Ήταν η τελευταία ευκαιρία και χάθηκαν πολλά,χαρά
Σε ένα ταξίδι στο Santander θέλαμε να σταματήσουμε σε μια καμπύλη επειδή ένας φίλος ήταν άρρωστος και το αυτοκίνητο σκοντάφτει από το χαλίκι,φόβος
Οι ξαδέλφες μου έπαιζαν στο σπίτι και ένας από αυτούς έσπασε ένα διακοσμητικό αντικείμενο το οποίο μου ήταν πολύτιμο,οργή
Όλοι οι φίλοι μου κανόνισαν να πάνε για ένα απογευματινό σνακ και δεν μου είπαν Μου είπαν ότι δεν είχαν τον αριθμό τηλεφώνου μου αλλά δεν νομίζω ότι αυτό ήταν αλήθεια,θλίψη
"Όταν είδα μια ταινία όπου ένα μαύρο βιαστούσε ένα κορίτσι, ενώ άλλο ένα γυρίστηκε για μια πορνογραφική ταινία",αηδία
Όταν περνάω εξετάσεις ή όταν ένας στενός φίλος μου αποκαθίσταται από μια ασθένεια κλπ,χαρά
Οι αγώνες που βλέπω στη μέση της ληστείας δρόμου φοβούνται το σκοτάδι όταν πηγαίνουν σπίτι,φόβος
"Κατά τη διάρκεια μιας οικογενειακής συζήτησης για το μέλλον μου και τις προοπτικές μου ως φοιτητής, με κατηγορήθηκαν ότι δεν ασχολούμαι με την αναζήτηση εργασίας για να αναλάβω την οικονομική μου κατάσταση",οργή
Κατάθλιψη,θλίψη
Μερικοί άνθρωποι που δεν μου αρέσει καθόλου και ένας από τους λόγους είναι η φυσική τους εμφάνιση,αηδία
Όταν γνώρισα έναν πολύ στενό φίλο μου μετά από ένα χρόνο διαχωρισμού,χαρά
Υπήρξε σεισμός για αρκετά λεπτά και βρισκόμουν στο όροφο,φόβος
Ένα επιχείρημα μεταξύ πολλών φίλων εξαιτίας της παράλογης συμπεριφοράς ενός από αυτούς που έπεσαν μαζί μας χωρίς λόγο και είπε ότι φταίνεμε,οργή
Ένας συμμαθητής πέθανε μετά από δύο μήνες σε κώμα μετά από αυτοκινητιστικό ατύχημα,θλίψη
Εικόνες των ναζιστικών στρατόπεδων εξόντωσης σε τηλεοπτικό πρόγραμμα,αηδία
Όταν γεννήθηκε η αδελφή μου,χαρά
Όταν προσπάθησαν να με ληστέψουν,φόβος
Όταν απέτυχα μια εξέταση άδικα,οργή
Όταν η γιαγιά μου πέθανε,θλίψη
Όταν βλέπω νεκρά σκυλιά στο δρόμο,αηδία
Όταν η μικρή μου αδελφή γεννήθηκε,χαρά
Όταν παρακολούθησα μια εξουσιοδοτημένη διαδήλωση και η αστυνομία έσπευσε βίαια στους διαδηλωτές χωρίς προειδοποίηση,φόβος
Όταν ένας καθηγητής αυτής της σχολής γέλασε και ήταν ύποπτος για μια σύνθεση που γράφτηκε από έναν συμμαθητή μου και εγώ,οργή
Ο θάνατος ενός σχετικού φίλου ή κάποιος που αγαπώ,θλίψη
Όταν είδα μια πολύ διαφωνία σκηνή,αηδία
Όταν πέρασα μια εξέταση,χαρά
Όταν με απειλούσαν με ένα μαχαίρι για να πάρουν τα λεφτά μου,φόβος
Όταν απέτυχα μια εξέταση σκέφτηκα ότι θα περάσω,οργή
Όταν πέθανε ο σκύλος μου,θλίψη
Όταν είδα ένα ατύχημα όπου ο άνθρωπος έχασε το κεφάλι του,αηδία
"Δεν είχα δει τον αδελφό μου για πέντε χρόνια, καθώς δεν ήταν στην Ισπανία Όταν έφτασε στο αεροδρόμιο ένιωθα μεγάλη χαρά",χαρά
Όταν δύο τοξικομανείς προσπάθησαν να πάρουν τα χρήματά μου,φόβος
Όταν είδα τον αδελφό μου να επιτίθεται και δεν μπορούσα να κάνω τίποτα,οργή
Όταν ένας συμμαθητής πέθανε,θλίψη
Όταν κάποιος είδε ότι κατηγορήθηκα για κάτι που δεν είχα κάνει και δεν έκανα τίποτα για να με υπερασπιστεί,αηδία
Πήρα την άδεια οδήγησης αφού με είχαν τρομάξει με τη δυσκολία της,χαρά
Όταν έπρεπε να περπατήσω πάνω από τρία χιλιόμετρα μέσα από ένα πεδίο που είχε άγριους ταύρους επειδή το αυτοκίνητό μου είχε σπάσει,φόβος
"Όταν είδα έναν άνδρα να χτυπά ένα παιδί των ετών χωρίς καμία εκτίμηση, απλά επειδή το παιδί είχε κλίνει από ένα παράθυρο",οργή
Ένας φίλος μου που οδηγούσε ένα αυτοκίνητο μπροστά μου πέθανε σε τροχαίο ατύχημα,θλίψη
Όταν έπρεπε να αναλύσω ένα ζωντανό ποντίκι στο σχολείο,αηδία
Όταν είδα ότι το σήμα που είχα λάβει σε μια εξέταση ήταν καλό,χαρά
Ήμασταν στη χώρα και εγώ αποχώρησα από τους άλλους μια νύχτα Ξαφνικά κάτι κινήθηκε απότομα μπροστά μου και δεν ήμουν σε θέση να δω τι ήταν,φόβος
"Όταν ήμουν νέος, έγινα πολύ θυμωμένος καθώς δεν μου επιτρέπεται να μένω όλη τη νύχτα για την έκθεση στην πόλη μου",οργή
Όταν το καλοκαίρι τελειώσει και πρέπει να φύγω από την πόλη όπου περνάω τις διακοπές μου,θλίψη
Όταν είδα πολλούς ανθρώπους να πλένουν το αυτοκίνητό τους με νερό από μια αποχέτευση,αηδία
Όταν έμαθα μετά από την οικολογία ότι η μητέρα μου περίμενε ένα κοριτσάκι Αυτό ήταν αυτό που ήθελα,χαρά
"Ένα βράδυ περπατούσα κατά μήκος ενός πάρκου, άρχισα να σκέφτομαι ότι μερικά μαχαιροπήρουνα θα εμφανίζονταν ξαφνικά με μαχαίρια και τέτοια πράγματα",φόβος
"Είχα εξετάσεις και το έκανα καλά προετοιμασμένο, έκανε το πρώτο μέρος πολύ καλά αλλά δεν ήξερα το δεύτερο μέρος",οργή
Όταν οι γονείς μου δεν με επέτρεψαν να πάω σε μια περιοδεία μελέτης,θλίψη
Μια μέρα περνούσα από την πόρτα του δρόμου του σπιτιού μου όταν κάποιος με ρώτησε για έναν γιατρό. Τότε μου έδειξε τα γεννητικά όργανα του και μου ζήτησε να τον θεραπεύσω,αηδία
Μια πρόσκληση για να περάσετε ημέρες στην παραλία με όλα τα έξοδα που πληρώνονται,χαρά
Μια ταινία για τα ζόμπι,φόβος
Όταν τα αρσενικά στην οικογένειά μου προσπαθούν να αναθέτουν τα καθήκοντά τους αποκλειστικά με αναφορά στο σεξ,οργή
Είχα μια κουβέντα με το φίλο μου και αποφάσισα να τελειώσω μαζί του και τις διακοπές μου το Πάσχα,θλίψη
Όταν μετά από μια καταιγίδα στη χώρα έφυγα από το καταφύγιο μου και έβλεπα ένα μεγάλο λιπαρό πράσινο βατράχιο από την πλευρά μου,αηδία
Όταν πέρασα την εισαγωγική εξέταση στο πανεπιστήμιο,χαρά
"Όταν περπατούσα στο δρόμο, μερικά αγόρια μου έδειξαν ένα μαχαίρι και έκλεψαν όλα μου τα χρήματα",φόβος
Όταν πέταξαν τον κάτοχό μου στο πάτωμα με όλες μου τις σημειώσεις για μια εξέταση μέσα σε αυτό και όλα πήγαν μπερδεμένα,οργή
Όταν η μητέρα μου λειτουργούσε,θλίψη
Όταν βλέπω πορνογραφικές ταινίες,αηδία
"Ο πατέρας μου είχε μια επιχείρηση που διάρκεσε ώρες. Είμαστε όλοι πολύ ανήσυχοι, αλλά ήταν επιτυχής",χαρά
"Περπατούσα κατά μήκος ενός μετρό, όταν είδα μια ομάδα μαλακίων, φοβόμουν μάλλον επειδή ήμουν μόνος",φόβος
Μια ηλικιωμένη γυναίκα βυθίστηκε βίαια κάτω από τις σκάλες του σωλήνα από μια ομάδα μαραγκιών,οργή
Ένα παιδί ηλικίας πέθανε με έναν ηλίθιο τρόπο Έπεσε από ένα μέρος το οποίο ήταν μετρημένο υψηλό,θλίψη
Στο δρόμο υπήρχε ένα νεκρό ζώο με τα εντόσθια του και το κρανίο του συνθλίβεται,αηδία
Σπούδασα στη βιβλιοθήκη και ένας συμμαθητής μου είπε ότι είχε λάβει επιχορήγηση για να εργαστεί στη βιβλιοθήκη,χαρά
Πριν γνωρίσω τα σημάδια μου δεν ήμουν σίγουρος ότι ήθελα να πάω σε αυτή την τάξη,φόβος
Έμαθα ότι ένας συμμαθητής είχε δώσει μια λίστα με peolpe που βοηθούν ο ένας τον άλλον σε εξετάσεις στον καθηγητή,οργή
"Τηλεφώνησα δύο φίλους και δεν μπόρεσα να κανονίσω συνάντηση με κανέναν από αυτούς, οπότε έπρεπε να αλλάξω τα σχέδιά μου",θλίψη
Ήμουν στην καφετέρια του πανεπιστημίου και ένας συμμαθητής μου είπε ότι ένας φίλος της είχε πάρει όλα τα δόντια της εξαιτίας μιας λοίμωξης που προκάλεσε η κατανάλωση ενός καρφιού αρουραίων στο χάμπουργκερ,αηδία
Η αρχή των σχέσεών μου με την τρέχουσα φίλη μου,χαρά
Όταν είμαι μόνος το βράδυ μετά από να διαβάσω τις ιστορίες φρίκης και έπειτα άκουσα ανεξήγητους θορύβους,φόβος
Ένα τυπικό επιχείρημα της οικογένειας,οργή
Ο αποκλεισμός δύο από τους συμπατριώτες μου στη στρατιωτική θητεία,θλίψη
Η θέα του εμετού στο δρόμο,αηδία
Όταν περάσω μια εξέταση,χαρά
Συνεχής φόβος για πυρηνικό πόλεμο,φόβος
Όταν σκοτώνεις τον εαυτό σου με την δουλειά και βλέπεις τον αριθμό των ξιφομάχων που περιπλανιούνται γύρω από να μην κάνουν τίποτα,οργή
Όταν κάποιος στην οικογένειά μου πέθανε,θλίψη
Να χάσουν τους φίλους τους επειδή υπερεκτιμούν τους εαυτούς τους,αηδία
Σκέφτηκα ότι θα αποτύχα ένα θέμα και έτσι άρχισα να σπουδάσω για την τελική εξέταση τότε ο φίλος μου μου είπε ότι το είχα περάσει Αυτό σήμαινε ότι θα μπορούσα να γυρίσω σπίτι καθώς δεν σπουδάζω στη γενέτειρά μου,χαρά
Ήμουν στη Σιέρα Νεβάδα ανεβάζοντας μια κορυφή πάνω από τα μέτρα χωρίς κανένα φως και με πολλά άλλα προβλήματα φοβόμουν για τη ζωή μου,φόβος
Ζούσα σε ένα σπίτι όπου τα πράγματα δεν πήγαν πολύ καλά για μένα Τελικά με έριξαν έξω και αυτό το προκατειλημμένο άνθρωποι που εκτιμώ πολύ,οργή
Όταν διάβασα το ημερολόγιο του κοριτσιού με το οποίο ζούσα ήταν για ένα άλλο αγόρι με το οποίο είχε πάει κάποια στιγμή πίσω,θλίψη
Ο άνθρωπος που με έριξε έξω από το διαμέρισμα μου άρεσε,αηδία
Συνάντησα ξανά μια φίλη αφού δεν την είδε για αρκετούς μήνες την είδα σε μια ντίσκο Δεν μας αρέσουν ντίσκο αλλά πήγαμε εκεί επειδή ήμασταν γνωστοί ότι θα συναντήσαμε εκεί,χαρά
Περπατούσα μόνο στην ύπαιθρο όταν συναντήθηκα δυο σκυλιά που άρχισαν να γαβγάρουν σε μένα Δεν ήξερα αν ήταν δεμένα ή χαλαρά αλλά φοβόμουν να πλησιάσουν μαζί μου,φόβος
Ήμουν θυμωμένος όταν η αδελφή μου άρχισε να μιλάει ανοησίες και να γελάει με τον τρόπο που σάρωσε την αίθουσα Η οργή μου μεγάλωσε Προσπάθησα να ελέγξω τον εαυτό μου Αφού της είπα να με αφήσει μόνη μου έβαλα το θυμό μου σε αυτήν καθώς δεν με υπακούσε,οργή
Η μητέρα μου δούλευε με ένα μαχαίρι και όλοι γελούσαν καρδιάς Δεν ήταν σε θέση να ελέγξει το μαχαίρι και να το κολλήσει βαθιά στο χέρι της,θλίψη
Διάβασα ένα βιβλίο του οποίου η πλοκή και οι εκφράσεις ήταν άσεμνες και σε πολύ κακή γεύση,αηδία
Ένας φίλος μου πρότεινε να γίνω ταινία επιπλέον Η ιδέα μου φάνηκε πολύ αστείο και η αντίδρασή μου φαινόταν μάλλον ξεπερασμένη στους άλλους,χαρά
Μια μέρα πήγα στον κινηματογράφο για να δω μια ταινία στην οποία με ενδιέφερε να φτάσω εκεί έβλεπα μια μακρά ουρά που δεν περίμενα και πήγα πίσω στο σπίτι χωρίς να δω την ταινία,φόβος
Όταν λείπει το τρένο και καθυστερεί και πρέπει να περιμένω μισή ώρα για την επόμενη,οργή
Όταν ήξερα ότι έπρεπε να βγω με τη μητέρα μου για κάποια δουλειά,θλίψη
Είδα σε ένα παγωμένο παγωτό μια κατσαρίδα περπατώντας μέσα από ένα κορνέτο,αηδία
Όταν με τηλεφώνησαν από το GreatBritain για να μου πείτε ότι θα μπορούσα να πάω εκεί αν το ήθελα το καλοκαίρι,χαρά
Όταν λειτουργούσα στο γόνατο και έπρεπε να περάσω από την αποκατάσταση,φόβος
"Σε ένα πολύ σημαντικό αγώνα μπάσκετ, όπου διακυβεύονταν πολλά, έπαιζα πολύ άσχημα",οργή
Όταν ένας φίλος μου είπε ότι πρόκειται να αυτοκτονήσει,θλίψη
Ένα τηλεοπτικό πρόγραμμα για τη φάλαινα,αηδία
"Όταν πέρασα τη δοκιμασία οδήγησης, καθώς ήταν η πέμπτη φορά που είχα κάνει αυτό το τεστ",χαρά
Όταν η μητέρα μου ληστεύτηκε σε ένα κατάστημα,φόβος
Μου δόθηκε μια εξέταση που νόμιζα ότι δεν μέτρησε καθόλου τις ικανότητές μου ή τις γνώσεις μου για το θέμα,οργή
Όταν είδα την ταινία ο Τζόνι έβγαλε το όπλο του που ασχολείται με τις συνέπειες του πολέμου του Βιετνάμ,θλίψη
Μερικοί φίλοι και εγώ είχαμε γεύμα Κάποιος είπε κάτι αστείο και ένα από τα παιδιά άρχισε να γελάει και να σπάζει το φαγητό του σε κορίτσια,αηδία
Όταν πέρασα την εισαγωγική εξέταση στο πανεπιστήμιο,χαρά
Μια νύχτα ενώ κοιμόμουν ξύπνησα ξαφνικά με την αίσθηση ότι υπήρχε κάποιος στο δωμάτιό μου,φόβος
Όταν ο αδελφός μου κρατήθηκε και λήστεψε,οργή
Όταν μου είπαν ότι ο παππούς μου ήταν μάλλον άρρωστος,θλίψη
Όταν βλέπω κάποιον να κάνει εμετό,αηδία
Βρήκα έναν φίλο με τον οποίο είχα χάσει την επαφή για πολύ καιρό,χαρά
Είχα αποφασίσει να προτείνω στον άνθρωπο που μου άρεσε να κάνει ένα ταξίδι μαζί Μια μέρα κατά τη διάρκεια του πρωινού του είπα την ιδέα μου φοβόμουν ότι δεν τον αποδέχτηκε και ότι η ιδέα θα καταλήξει ως αποτυχία,φόβος
Ένα άτομο που έχω εμπιστοσύνη πολλά μου έδωσε πολλές ψευδείς εξηγήσεις για να δικαιολογήσω μια λανθασμένη ενέργεια,οργή
Είχα πρωινό με έναν συμμαθητή και ξαφνικά άρχισα να κλαίνε όπως σκέφτηκα για έναν φίλο μου που δεν είχα δει για πολύ καιρό,θλίψη
Κατά τη διάρκεια του γεύματος με κάποιους συμμαθητές ήταν επίσης εκεί ένας ιερέας Έτρωγε απεγνωσμένα σαν να πήγαινε κάποιος να πάρει το πιάτο του. Το έπραξε με λικνίτη Έχει σκούπισε τα χέρια του στο κοστούμι του αρκετές φορές και ήταν γεμάτος ψίχουλα,αηδία
"Σε ένα πάρτι την Πρωτοχρονιά, συναντήθηκα σε παλιό φίλο που δεν είχα δει για αρκετό καιρό",χαρά
Μόλις απέτυχα επτά μαθήματα στο σχολείο και ήμουν τρομοκρατημένος να δώσω την κάρτα μου στον πατέρα μου το άφησα στο τραπέζι και πήγα στο κρεβάτι πολύ νωρίς για να μην τον δω,φόβος
Όταν μετά από να πιώ ένα ποτήρι νερό βρήκα μια κατσαρίδα περπατώντας έξω από το ποτήρι,οργή
"Έχω έναν πολύ στενό φίλο που ζει σε μια άλλη πόλη και γράφουμε ο ένας τον άλλον για μεγάλο χρονικό διάστημα Την τελευταία φορά που πήγα στην πόλη της για να την δω, απογοητεύτηκα για να δω πόσο μεγάλη ήταν η απόσταση μεταξύ μας",θλίψη
Μου ζήτησαν να πετάξω τα σκουπίδια σε ένα κάδο απορριμμάτων που είχε στο έδαφος συσσωρευμένο κακό υγρό,αηδία
Κάθε φορά τις τελευταίες ημέρες όταν η φίλη μου μου είπε ότι με αγαπά,χαρά
Έμεινα μόνος στο σκοτάδι τη νύχτα στο βουνό περιμένοντας τον θείο μου Θυμάμαι ότι πήρα μια μεγάλη πέτρα και με έκανε να ηρεμήσει,φόβος
Ήμασταν στο σχολείο στην αίθουσα για τα οπτικοακουστικά μαθήματα Βλέποντας μια ταινία και λίγο πίσω από μένα δύο συμμαθητές με ενοχλούσαν με το κοροϊδευτικό τους και τις φωνές μου αντέδρασα θυμωμένα Υποθέτω ότι χτυπώντας ένα από αυτά,οργή
"Κατά τη διάρκεια καλοκαιρινών διακοπών, ένα γαλλικό κορίτσι και εγώ είχαμε ξανά πίσω στο σπίτι ένιωσα πολύ θλιβερό",θλίψη
Μόλις έπρεπε να καθαρίσω ένα αποχωρητήριο που ήταν φραγμένο Ήταν σε ένα φίλο εξοχικό σπίτι και δεν υπήρχε κανείς εκεί για να με βοηθήσει,αηδία
Ένα πάρτι που πήγα στα Χριστούγεννα,χαρά
Όταν η μητέρα μου είχε μια νευρική ασθένεια,φόβος
Κατά τη διάρκεια της τελευταίας μου εξέτασης,οργή
Όταν έπρεπε να επιστρέψω από το χωριό μου τα τελευταία Χριστούγεννα,θλίψη
Μια μέρα πήγα να δω μια αρκετά δυσάρεστη ταινία Χ,αηδία
Όταν ήξερα τα συναισθήματα ενός αγαπημένου προσώπου,χαρά
Μια πτώση κατά τη διάρκεια μιας αναρρίχησης σχεδόν χωρίς προηγούμενη εμπειρία,φόβος
"Με αφορμή την ανάθεση καθηκόντων και αρμοδιοτήτων, στις οποίες μια τέτοια αποστολή φέρει δυσανάλογα μεγάλη ευθύνη και χαμηλή ικανότητα οργάνωσης και επίλυσης",οργή
Μετακίνηση σε ένα άγνωστο μέρος μακριά από το οικείο περιβάλλον και σε μια κατάσταση μοναξιάς,θλίψη
Όταν έπρεπε να κοιμηθώ σε ένα κρεβάτι σε έναν ξενώνα που ήταν γεμάτος βρωμιά,αηδία
Σε ένα σκοτεινό δρόμο το βράδυ τη νύχτα και υπήρξε πλήρης σιωπή,φόβος
"Όταν έσπασε το καλλιτεχνικό έργο αρκετών εβδομάδων έγιναν αλλαγές και ήταν χωρίς δικαίωμα, δεν είχαν κανένα δικαίωμα να το κάνουν αυτό",οργή
"Όταν το τρένο με μετέφερε στη στρατιωτική μου υπηρεσία έφυγε από το σταθμό στην πλατφόρμα, παρέμειναν σχετικές συγγενείς και καλοκαίρι έκανα ένα δύσκολο έτος μπροστά",θλίψη
Μια κατάσταση απροκάλυπτης χειραγώγησης των ανθρώπων και των συνεπειών τους,αηδία
